"","Engine.RPM.rpm.","Speed..OBD..km.h.","Speed..GPS..km.h.","Miles.Per.Gallon.Instant..mpg.","Intake.Air.Temperature..C.","Trip.average.MPG.mpg.","Trip.average.KPL.kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Acceleration.Sensor.Total..g.","Horsepower..At.the.wheels..hp.","Average.trip.speed.whilst.moving.only..km.h.","Trip.Time.Since.journey.start..s.","Distance.to.empty..Estimated..km.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Miles.Per.Gallon.Long.Term.Average..mpg.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km."
"1266",1106.25,0,"0",0,25,"5.06086302","1.79154551",NA,0.01300683,NA,"6.30769253",77,"281.08657837","49.19841003","0.05064109","2.04999995",24.82807541,8.78913879,11.37744331
"1267",1094.5,0,"0",0,25,"5.05421686","1.78919268",NA,-0.00892611,NA,"6.30769253",78,"281.04922485","49.19684601","0.05165905","2.02469134",24.82556915,8.78825092,11.37859154
"1268",1132.75,0,"0",0,25,"5.05096436","1.78804135",NA,-0.01152225,NA,"6.30769253",79,"281.03009033","49.19597244","0.05222492","2",24.82431793,8.78780842,11.3791647
"1269",1128.25,0,"0",0,25,"5.05096436","1.78804135",NA,-0.01399565,NA,"6.30769253",80,"281.03009033","49.19597244","0.05222492","1.97590363",24.82431793,8.78780842,11.3791647
"1270",1117.75,0,"0",0,25,"5.04459476","1.78578651",NA,0.0211497,NA,"6.30769253",81,"280.99359131","49.19454193","0.05315493","1.9523809",24.82181931,8.78692436,11.38031006
"1271",1133,0,"0",0,25,"5.04147482","1.78468215",NA,0.01875474,NA,"6.30769253",82,"280.97549438","49.19384766","0.05360613","1.92941177",24.82057381,8.78648281,11.38088131
"1272",1133,0,"0",0,25,"5.04147482","1.78468215",NA,0.03487662,NA,"6.30769253",83,"280.97549438","49.19384766","0.05360613","1.9069767",24.82057381,8.78648281,11.38088131
"1273",1077.75,0,"0",0,25,"5.03535986","1.78251743",NA,0.00661371,NA,"6.30769253",84,"280.93865967","49.19233704","0.05459009","1.88505745",24.81808281,8.78560162,11.38202286
"1274",976,0,"0",0,25,"5.03236294","1.78145647",NA,0.00288735,NA,"6.30769253",85,"280.92068481","49.19165802","0.05503009","1.86363637",24.81684113,8.78516197,11.38259315
"1275",976,0,"0",0,25,"5.02940416","1.7804091",NA,0.11904198,NA,"6.30769253",86,"280.90084839","49.19064713","0.05568876","1.84269667",24.81559944,8.78472233,11.3831625
"1276",1533.25,0,"0",0,25,"5.02648354","1.7793752",NA,0.02419651,NA,"6.30769253",87,"280.87893677","49.1892662","0.05658428","1.80219781",24.81435966,8.78428364,11.38373089
"1277",1065,0,"1.79999995",0,25,"5.02359962","1.77835429",NA,0.02304115,NA,"6.30769253",88,"280.85748291","49.18796921","0.0574276","1.78260875",24.81311989,8.78384495,11.38429928
"1278",1065,0,"4.06799984",0,25,"5.02359962","1.77835429",NA,0.0712336,NA,"6.30769253",89,"280.85748291","49.18796921","0.0574276","1.78260875",24.81311989,8.78384495,11.38429928
"1279",1232.75,7,"5.25600004",8.34140396,25,"5.05981827","1.79117572","33.86480331",0.05446594,"5.37750816","6.33333349",90,"280.81594849","49.18560028","0.05896721","1.83870971",24.79465485,8.77730751,11.3927784
"1280",1291,9,"7.55999947",9.46754265,25,"5.11107111","1.80931914","29.83667374",0.11160643,"1.602669","6.48275852",91,"280.61624146","49.18478012","0.05950162","1.9789474",24.77863884,8.77163792,11.40014172
"1281",1291,9,"8.27999973",10.70569801,25,"5.17537737","1.83208346","26.38595009",-0.01945083,"1.602669","6.48275852",92,"280.42752075","49.18347168","0.06035191","1.9789474",24.76394844,8.76643848,11.40690422
"1282",1284.25,9,"8.67599964",10.50631332,25,"5.23595619","1.85352838","26.88669014",0.02081048,"1.602669","6.64516115",93,"280.2565918","49.18264771","0.06088763","2.12371135",24.74908257,8.76117516,11.41375637
"1283",1284.25,9,"8.35199928",10.76196671,25,"5.29804611","1.87550831","26.24799156",-0.06660874,"1.602669","6.64516115",94,"280.08129883","49.18141174","0.06169082","2.12371135",24.73451233,8.75601768,11.42047977
"1284",1296.75,9,"8.27999973",10.76196671,25,"5.29804611","1.87550831","26.24799156",-0.12469935,NA,"6.71875",95,"280.08129883","49.18141174","0.06169082","2.19387746",24.73451233,8.75601768,11.42047977
"1285",1420,9,"9.17999935",10.27386761,25,"5.41162825","1.91571641","27.49500084",-0.02729193,NA,"6.78787899",96,"279.7388916","49.17934799","0.06303274","2.26262617",24.70484734,8.74551582,11.43419266
"1286",1641.25,10,"10.29599953",10.9582777,25,"5.47191811","1.93705904","25.7777729",0.00994754,NA,"6.88235283",97,"279.56335449","49.17835617","0.06367575","2.33999991",24.69057274,8.74046326,11.44080353
"1287",1641.25,11,"9",10.9582777,25,"5.47191811","1.93705904","25.7777729",0.02578285,"1.86047757","7",98,"279.56335449","49.17835617","0.06367575","2.42574263",24.69057274,8.74046326,11.44080353
"1288",1837.5,11,"10.29599953",12.61649036,25,"5.54874134","1.9642545","22.38974571",0.10061651,"1.86047757","7.11111116",99,"279.39355469","49.17690659","0.06461985","2.50980401",24.67804909,8.73602867,11.44661045
"1289",2046.5,8,"10.44000053",12.04618835,25,"5.61786318","1.98872364","23.44974136",0.01707856,"1.86047757","7.13513517",100,"279.24359131","49.17545319","0.0655628","2.56310678",24.66495895,8.73139477,11.45268536
"1290",1990.5,6,"10.11599922",8.77378941,25,"5.65108347","2.00048351","32.19589615",0.16429392,NA,"7.10526323",101,"279.09039307","49.17455673","0.06614519","2.59615374",24.64850807,8.72557163,11.46032906
"1291",1820.25,5,"8.38799953",7.64792347,25,"5.67188406","2.00784683","36.93551636",0.09488256,NA,"7.05128193",102,"278.89990234","49.17378998","0.06664382","2.61904764",24.63092613,8.71934795,11.46850872
"1292",1435,6,"6.87599993",6.41181898,25,"5.67951202","2.0105474","44.0561409",0.14060342,"0.65598553","7.0250001",103,"278.69387817","49.17254257","0.06745519","2.65094328",24.61210632,8.71268559,11.47727871
"1293",1376,6,"4.96799994",7.62485647,25,"5.69936275","2.01757431","37.04725647",-0.05381444,"0.65598553","7",104,"278.47576904","49.17163086","0.06804857","2.68224311",24.59457397,8.70647907,11.48545933
"1294",1418.25,7,"5.97599983",7.06826162,25,"5.7131896","2.02246928","39.96456528",-0.02657435,"0.56809211","7",105,"278.27258301","49.17077637","0.06860274","2.72222233",24.57650566,8.70008373,11.49390411
"1295",1668.5,8,"6.76799965",8.47127247,25,"5.74077082","2.03223276","33.34564209",0.01317418,"0.91396534","7.02325583",106,"278.0609436","49.16950607","0.06942944","2.77064228",24.55991936,8.69421196,11.50166607
"1296",1882.5,9,"9.86399937",9.32663155,25,"5.7762742","2.044801","30.28746223",-0.01556131,"0.91396534","7.06818199",107,"277.86868286","49.16869354","0.06995846","2.82727265",24.54424858,8.68866348,11.50901031
"1297",1944.75,9,"10.47599983",9.62037086,25,"5.81396151","2.05814242","29.36269188",-0.02557716,"0.8293708","7.11111116",108,"277.68649292","49.16782379","0.07052223","2.88288283",24.52890968,8.68323421,11.51620674
"1298",1948.5,11,"10.61999989",9.64501667,25,"5.85115623","2.07130933","29.28766251",-0.04120369,"2.32288504","7.19565201",109,"277.50421143","49.16627502","0.07153046","2.95535707",24.51362991,8.67782497,11.523386
"1299",1961.75,11,"10.29599953",11.76566696,25,"5.90802622","2.09144139","24.00883865",-0.01529742,"2.32288504","7.19565201",110,"277.32296753","49.16478729","0.07249589","2.95535707",24.50055504,8.67319584,11.52953529
"1300",1930.25,13,"12.27600002",12.74858093,25,"5.97317457","2.11450386","22.15776062",0.02915779,"1.33720088","7.41666651",111,"277.16995239","49.16388321","0.07308307","3.12280703",24.48851395,8.66893387,11.53520393
"1301",2014,14,"15.08399963",14.03634548,25,"6.04924202","2.14143181","20.1248951",-0.14395483,"2.54146457","7.55102062",112,"277.02877808","49.16300201","0.07365646","3.21739125",24.47781563,8.66514683,11.54024601
"1302",2099.75,14,"14.43600082",14.48748016,25,"6.12810421","2.16934896","19.49821472",-0.16176866,"2.54146457","7.67999983",113,"276.89923096","49.16149139","0.07463842","3.31034493",24.46759987,8.66153049,11.54506397
"1303",2112.25,14,"14.83199883",14.41049767,25,"6.20479298","2.19649673","19.60237694",0.05965955,"2.54146457","7.8039217",114,"276.77780151","49.1604538","0.07531383","3.40170932",24.45732689,8.65789413,11.54991341
"1304",2067.25,14,"11.77199936",13.8136034,25,"6.2745986","2.22120786","20.44940758",0.12178069,"2.54146457","7.8039217",115,"276.65292358","49.15891266","0.07631506","3.40170932",24.44646645,8.65404892,11.55504417
"1305",2024.75,3,"4.13999987",7.31852531,25,"6.28408909","2.22456741","38.59793854",0.01678445,NA,"7.69811344",116,"276.52484131","49.15798187","0.07691997","3.42857146",24.42900658,8.64786816,11.56330299
"1306",1886,3,"2.12399983",3.75927687,25,"6.261343","2.2165153","75.14211273",0.01122433,NA,"7.61111116",117,"276.32296753","49.15720367","0.07742656","3.42499995",24.40795708,8.6404171,11.57327461
"1307",1463.75,3,"2.8440001",3.71297359,25,"6.23858976","2.20846081","76.07918549",0.00059722,NA,"7.61111116",118,"276.07769775","49.15592575","0.07825709","3.42499995",24.38690567,8.63296413,11.5832653
"1308",1463.75,0,"3.77999973",3.71297359,25,"6.23858976","2.20846081","76.07918549",-0.01752549,NA,"7.61111116",119,"276.07769775","49.15592575","0.07825709","3.39669418",24.38690567,8.63296413,11.5832653
"1309",1241.75,0,"2.41199994",0,25,"6.23596048","2.20753002",NA,0.04002899,NA,"7.61111116",120,"275.83255005","49.1546669","0.07907441","3.36885238",24.38572502,8.63254642,11.58382607
"1310",1084.25,0,"0.86399996",0,25,"6.23077488","2.2056942",NA,0.00292332,NA,"7.61111116",121,"275.79974365","49.1535759","0.07978312","3.34146333",24.38336754,8.63171196,11.58494568
"1311",1084.25,2,"3.09599996",0,25,"6.23077488","2.2056942",NA,-0.0166784,"0.3700217","7.5090909",122,"275.79974365","49.1535759","0.07978312","3.33064508",24.38336754,8.63171196,11.58494568
"1312",1026.25,2,"2.1960001",3.66857529,25,"6.18529892","2.18959594","76.99991608",0.02758725,"0.3700217","7.41071415",123,"275.53887939","49.15216827","0.0806989","3.31999993",24.34123611,8.61679745,11.60499763
"1313",1070.75,3,"5.07599974",3.66857529,25,"6.18529892","2.18959594","76.99991608",-0.01961388,"0.3700217","7.33333349",124,"275.53887939","49.15216827","0.0806989","3.3174603",24.34123611,8.61679745,11.60499763
"1314",1066.5,3,"3.74399972",5.4499712,25,"6.17906761","2.18738985","51.83146667",0.00543815,"0.223785","7.25862074",125,"275.29769897","49.15140533","0.08119562","3.31496072",24.32213593,8.6100359,11.6141119
"1315",1040.75,4,"4.21199989",5.29518318,25,"6.17163992","2.18476057","53.34659576",-0.02527155,"0.49357238","7.20338964",126,"275.07717896","49.15060043","0.08171842","3.3203125",24.30291557,8.60323238,11.62329674
"1316",1294.75,5,"5.97599983",7.10492229,25,"6.18451691","2.1893189","39.75835037",0.00704946,"0.49357238","7.16666651",127,"274.65286255","49.1493187","0.08255147","3.33333325",24.26793289,8.59084797,11.6400528
"1317",1294.75,6,"6.15600014",7.10492229,25,"6.18451691","2.1893189","39.75835037",-0.03841429,"1.06191933","7.14754105",128,"274.65286255","49.1493187","0.08255147","3.35384607",24.26793289,8.59084797,11.6400528
"1318",1632.5,7,"6.29999971",8.19471169,25,"6.20099354","2.19515181","34.47101212",0.01046536,"0.65380043","7.14516115",129,"274.44937134","49.14795303","0.08343968","3.3816793",24.25174522,8.58511829,11.64782143
"1319",1683.75,7,"6.94799948",8.07170868,25,"6.21620274","2.20053577","34.99631119",0.01558029,"0.65380043","7.14285707",130,"274.26107788","49.14701843","0.08404667","3.409091",24.23546791,8.57935524,11.65564442
"1320",1581.25,5,"6.44399977",8.08688927,25,"6.23128891","2.20587635","34.93061447",-0.01914445,"0.65380043","7.109375",131,"274.07028198","49.14581299","0.08483048","3.42105269",24.21923828,8.57361031,11.66345501
"1321",1449.75,5,"3.52799988",6.59012651,25,"6.23415947","2.20689249","42.8641243",0.10280117,"0.65380043","7.07692289",132,"273.88217163","49.14498901","0.08536509","3.43283582",24.20153809,8.56734467,11.67198563
"1322",1258.5,5,"3.74399972",7.45410347,25,"6.24384165","2.21032","37.89590454",0.08746431,NA,"7.0454545",133,"273.67675781","49.14404678","0.08597669","3.44444442",24.18474007,8.56139851,11.68009281
"1323",1258.5,5,"5.03999996",6.81899166,25,"6.24837065","2.21192312","41.42547989",0.06332745,NA,"7.0454545",134,"273.47958374","49.14274979","0.08682074","3.44444442",24.16733932,8.55523872,11.68850231
"1324",1237,5,"5.07599974",7.11236954,25,"6.25512028","2.21431255","39.71672058",-0.01042127,NA,"7.01492548",135,"273.2791748","49.14209747","0.08724549","3.45588231",24.15026855,8.54919434,11.69676495
"1325",1175.5,6,"2.73599982",6.55209398,25,"6.25742245","2.21512771","43.11293411",-0.05976291,"0.5432381","6.9710145",136,"273.0819397","49.14133835","0.08773889","3.48550725",24.13266945,8.54296494,11.70529461
"1326",1175.5,6,"4.42799997",8.05024719,25,"6.27121353","2.22000957","35.08960724",0.08703547,"0.5432381","6.9710145",137,"272.87637329","49.14015579","0.08850794","3.48550725",24.11660385,8.53727722,11.7130928
"1327",1605.75,10,"4.10399961",4.62487888,25,"6.25864601","2.21556067","61.07835388",-0.02522311,"1.77746618","7.02816916",138,"272.68579102","49.1385498","0.08955171","3.56428576",24.0971508,8.53039074,11.72254753
"1328",2481.5,17,"12.99599934",8.07591724,25,"6.27241325","2.22043443","34.97806931",-0.03343246,"13.11485958","7.16666651",139,"272.45834351","49.1371994","0.09042811","3.65957451",24.08117676,8.5247364,11.73032379
"1329",2481.5,17,"13.46399975",15.99104786,25,"6.34548569","2.24630189","17.66488266",-0.00801562,"13.11485958","7.16666651",140,"272.26818848","49.13547516","0.09154924","3.65957451",24.07311821,8.52188396,11.73425007
"1330",1790.75,17,"14.14799976",15.99104786,25,"6.34548569","2.24630189","17.66488266",-0.05689996,"13.11485958","7.30136967",141,"272.26818848","49.13547516","0.09154924","3.7535212",24.07311821,8.52188396,11.73425007
"1331",2059.5,16,"13.78799915",19.78509903,25,"6.44578123","2.28180671","14.27741146",-0.03802824,"13.11485958","7.41891909",142,"272.16940308","49.13408661","0.09245066","3.83916092",24.06885147,8.52037334,11.73633003
"1332",2099,14,"12.77999973",13.90080261,25,"6.57225609","2.32657862","20.32112885",-0.03517903,NA,"7.50666666",143,"272.02194214","49.13215637","0.09370708","3.90972233",24.05093193,8.51403046,11.74507523
"1333",2085.5,11,"12.88799953",13.90080261,25,"6.57225609","2.32657862","20.32112885",-0.00969975,NA,"7.55263138",144,"272.02194214","49.13215637","0.09370708","3.95862079",24.05093193,8.51403046,11.74507523
"1334",2043.5,6,"13.06799984",11.39989948,25,"6.60749435","2.33905292","24.77916527",0.02767035,NA,"7.53246737",145,"271.8984375","49.13045502","0.09481326","3.97260284",24.03838158,8.50958729,11.75120735
"1335",2041.75,3,"10.51200008",6.34592819,25,"6.60559893","2.33838201","44.51358414",-0.16878588,NA,"7.47435904",146,"271.74908447","49.1291008","0.09569315","3.96598649",24.02084732,8.50337982,11.7597847
"1336",2042.25,4,"5.93999958",3.1756835,25,"6.58092356","2.32964683","88.95092773",0.09690379,NA,"7.43037987",147,"271.54595947","49.12821579","0.09626689","3.96621633",24.0002079,8.49607372,11.76989746
"1337",2047.75,3,"3.852",4.23320818,25,"6.56415415","2.32371044","66.72953033",0.05461538,NA,"7.375",148,"271.3067627","49.12715149","0.09696013","3.95973158",23.98065567,8.48915195,11.77949429
"1338",2040.25,3,"4.67999983",3.16637874,25,"6.54005623","2.31517982","89.21232605",-0.0197697,NA,"7.3209877",149,"271.07632446","49.12544632","0.0980686","3.95333338",23.96008873,8.4818716,11.78960609
"1339",2053.25,3,"3.16799998",3.17801833,25,"6.51637983","2.30679846","88.88557434",0.01069189,NA,"7.2682929",150,"270.8387146","49.12451553","0.09867302","3.94701982",23.93957329,8.47460938,11.79970932
"1340",2022,2,"2.69999981",3.157897,25,"6.49289417","2.29848456","89.45193481",0.01463733,NA,"7.2048192",151,"270.60189819","49.12362289","0.09925372","3.93421054",23.91907883,8.46735382,11.80981922
"1341",1815.5,2,"2.80799985",2.40502667,25,"6.46450615","2.28843522","117.45399475",-0.0296954,NA,"7.14285707",152,"270.36297607","49.12230301","0.10011179","3.92156863",23.89788246,8.45985031,11.82029438
"1342",1445.75,2,"3.852",2.29592657,25,"6.43575716","2.27825809","123.03528595",0.00762206,NA,"7.08235312",153,"270.11871338","49.12145233","0.10066408","3.909091",23.87662125,8.45232391,11.83082008
"1343",1079.75,4,"4.42799997",2.60409856,25,"6.409513","2.26896763","108.47515869",0.03464932,"0.59339887","7.04651165",154,"269.87255859","49.12039185","0.1013523","3.90967751",23.85570335,8.44491959,11.8411932
"1344",943.5,6,"6.51599979",5.14718533,25,"6.40092564","2.26592779","54.88048172",-0.00322157,"1.47819901","7.03448296",155,"269.63006592","49.1192894","0.10207063","3.92307687",23.83732605,8.43841362,11.85032272
"1345",1110.25,7,"7.9920001",8.83572865,25,"6.417377","2.2717514","31.97019958",-0.00069394,"1.47819901","7.034091",156,"269.41888428","49.11865234","0.10248358","3.94267511",23.82260513,8.43320179,11.85764599
"1346",1252.25,8,"8.35199928",9.68224239,25,"6.43928909","2.27950835","29.17505836",-0.00034562,"1.36022067","7.04494381",157,"269.24810791","49.11785126","0.10300549","3.96835446",23.80874062,8.42829418,11.86454964
"1347",1758,8,"7.59599924",11.65014362,25,"6.47402811","2.29180598","24.246912",0.06905203,"1.36022067","7.04494381",158,"269.08526611","49.11673355","0.10373128","3.96835446",23.79683304,8.42407894,11.87048721
"1348",1758,6,"3.852",11.65014362,25,"6.47402811","2.29180598","24.246912",0.00847689,"1.36022067","7.0333333",159,"269.08526611","49.11673355","0.10373128","3.98113203",23.79683304,8.42407894,11.87048721
"1349",1550.5,4,"4.5",7.96663046,25,"6.48391294","2.29530501","35.457901",0.30125666,"1.36022067","7",160,"268.9425354","49.115242","0.10469987","3.98125005",23.78134346,8.41859531,11.87821865
"1350",1306.5,3,"3.96000004",5.79024792,25,"6.47934914","2.29368973","48.78547287",-0.01553744,NA,"6.95652151",161,"268.76324463","49.11447144","0.10520128","3.97515535",23.7637558,8.41236973,11.88700962
"1351",1158.25,2,"2.48399997",4.96284103,25,"6.4694376","2.29018092","56.91901016",-0.00198869,NA,"6.9032259",162,"268.55990601","49.1136322","0.10574771","3.96296287",23.74539566,8.40587044,11.89620113
"1352",1109,2,"3.99600005",3.4746573,25,"6.44999075","2.28329682","81.29722595",-0.01841842,NA,"6.85106373",163,"268.34887695","49.11298752","0.10616684","3.95092034",23.72562027,8.39886951,11.90611649
"1353",1036.75,3,"2.98799992",3.50799918,25,"6.43101025","2.27657771","80.5245285",0.09665221,"0.1969146","6.81052637",164,"268.1204834","49.11208725","0.10675109","3.945122",23.70591545,8.39189339,11.91601372
"1354",1024,3,"1.72799993",5.44713116,25,"6.42470312","2.27434492","51.8584938",-0.00078941,"0.1969146","6.81052637",165,"267.89373779","49.11134338","0.10723598","3.945122",23.68813515,8.38560009,11.92495728
"1355",1001.5,2,"0.82800001",3.67663622,25,"6.40719986","2.26814866","76.83110046",0.02107928,"0.1969146","6.71134043",166,"267.69000244","49.1108284","0.10756891","3.92168665",23.66866875,8.37870884,11.93476486
"1356",3247.75,0,"0",2.00924706,25,"6.37936449","2.25829506","140.58998108",0.00717795,"0.1969146","6.71134043",167,"267.46411133","49.10974121","0.10827655","3.89820361",23.64762115,8.37125778,11.94538784
"1357",1806,0,"1.94400001",0,25,"6.3774538","2.25761867",NA,-0.00298876,"0.1969146","6.71134043",168,"267.21295166","49.10729599","0.10986702","3.89820361",23.64652634,8.37087059,11.94594002
"1358",1358.25,4,"2.8440001",0,25,"6.37555599","2.2569468",NA,-0.01789961,NA,"6.68367338",169,"267.1942749","49.10613251","0.11062148","3.87573957",23.64543533,8.37048435,11.9464922
"1359",994.75,6,"3.23999977",3.99663162,25,"6.36077976","2.25171614","70.67951965",-0.10945164,"3.04619503","6.67676783",170,"267.17596436","49.10503769","0.11133299","3.88823533",23.62639618,8.36374378,11.95611954
"1360",1144.75,7,"1.54799998",8.58491039,25,"6.37450933","2.2565763","32.90424728",0.0147083,"0.8681888","6.67999983",171,"266.95547485","49.10404968","0.11197518","3.90643287",23.61183548,8.35858917,11.96349239
"1361",1221.75,8,"7.84800005",9.14966297,25,"6.39153481","2.26260328","30.87327003",0.03248627,"0.8681888","6.69306946",172,"266.78710938","49.10334015","0.11243622","3.93023252",23.59784889,8.35363865,11.97058296
"1362",1453.25,9,"7.74000025",8.13002872,25,"6.40213537","2.26635575","34.74526596",0.24703662,"1.54110062","6.71568632",173,"266.62319946","49.10226059","0.11313961","3.95953751",23.58290291,8.34834766,11.97816944
"1363",2621.5,9,"11.44799995",13.89988232,25,"6.44757605","2.28244185","20.32247353",0.08161844,"1.54110062","6.71568632",174,"266.44827271","49.1011467","0.11386259","3.95953751",23.5735569,8.34503937,11.98291779
"1364",2621.5,15,"11.91599941",11.16751766,26,"6.47600937","2.29250741","25.29479027",-0.08208106,"9.38640404","6.79611635",175,"266.33279419","49.09932327","0.11504829","4.02298832",23.56159401,8.3408041,11.98900223
